0	12886.82
1	22366.89
2	38199.91
3	50429.176
4	974.8479
5	1410.3872
6	18468.28
7	931.3235
8	11789.043
9	28295.32
10	34602.395
11	46861.98
12	563.87506
13	100.0
14	23257.725
15	100.0
16	10758.965
17	16873.117
18	27054.363
19	43274.812
20	1108.49
21	1121.8901
22	16295.786
23	727.6849
24	5236.173
25	8225.585
26	15070.484
27	33689.625
28	1089.7238
29	675.43256
30	10407.16
31	831.7397
32	4260.815
33	5761.037
34	9835.702
35	17750.732
36	549.7192
37	39.10802
38	9545.601
39	55.74832
40	2507.1514
41	5152.655
42	7353.9316
43	10973.521
44	140.39743
45	100.0
46	12160.808
47	100.0
48	5755.9194
49	11529.252
50	19359.668
51	21564.668
52	1992.9178
53	1012.88556
54	19269.723
55	756.3216
56	4875.9536
57	10279.481
58	16977.434
59	20573.396
60	1241.797
61	1152.8286
62	15236.26
63	540.3899
64	2933.729
65	8215.463
66	10242.882
67	16888.285
68	100.0
69	100.0
70	15917.379
71	100.0
72	2855.3936
73	3892.718
74	4752.0083
75	6417.9644
76	100.0
77	100.0
78	9458.868
79	100.0
80	2746.0747
81	3559.68
82	4752.0083
83	6681.715
84	100.0
85	100.0
86	9310.696
87	100.0
88	2356.86
89	3361.7937
90	4035.071
91	6323.025
92	100.0
93	100.0
94	9546.682
95	100.0
96	2694.097
97	4483.447
98	5417.581
99	7609.3467
100	27.635397
101	100.0
102	12265.7295
103	100.0
104	4849.869
105	9053.847
106	16432.588
107	16271.837
108	1239.2395
109	812.37054
110	16991.39
111	571.2771
112	2812.0195
113	6524.0967
114	11588.531
115	13826.439
116	100.0
117	100.0
118	12273.304
119	100.0
120	2462.3945
121	3725.5396
122	4538.134
123	7648.1294
124	100.0
125	100.0
126	9516.705
127	100.0
128	2240.2537
129	3173.443
130	3738.123
131	6324.0376
132	100.0
133	100.0
134	9521.207
135	100.0
136	2235.6658
137	3308.0432
138	3738.123
139	6505.9688
140	100.0
141	100.0
142	9671.085
143	100.0
144	2258.2834
145	3375.326
146	3562.0933
147	6346.655
148	100.0
149	100.0
150	9232.4
151	100.0
152	2595.5203
153	4496.979
154	5370.89
155	8148.425
156	100.0
157	100.0
158	11894.229
159	100.0
160	4462.622
161	9027.817
162	16388.578
163	15661.579
164	1058.2676
165	405.5756
166	17075.66
167	479.72253
168	2508.463
169	5751.7197
170	11525.51
171	13035.262
172	100.0
173	100.0
174	12090.006
175	100.0
176	2420.3643
177	3531.9102
178	4684.895
179	7303.79
180	99.59555
181	100.0
182	9317.57
183	100.0
184	2224.6072
185	3105.9275
186	4216.127
187	6149.6353
188	100.0
189	100.0
190	9028.872
191	100.0
192	2147.737
193	3272.9758
194	4248.5757
195	6262.514
196	100.0
197	100.0
198	9309.006
199	100.0
200	2186.993
201	3582.0334
202	5333.4673
203	6991.774
204	100.0
205	100.0
206	9383.201
207	100.0
208	2573.0857
209	4827.9966
210	5945.3413
211	8910.414
212	42.788605
213	100.0
214	13200.675
215	24.13238
216	4728.8574
217	9481.379
218	17722.443
219	15243.911
220	1249.9695
221	770.3349
222	19229.477
223	590.28986
224	2700.164
225	5943.422
226	13688.855
227	13870.192
228	100.0
229	100.0
230	13609.606
231	100.0
232	2486.4287
233	3738.4995
234	4705.604
235	7739.7275
236	87.53389
237	100.0
238	9545.519
239	2.936504
240	2274.3992
241	3155.72
242	4264.008
243	6969.1567
244	100.0
245	100.0
246	9387.429
247	100.0
248	2197.5842
249	3188.2239
250	4264.008
251	6969.1567
252	100.0
253	100.0
254	9168.883
255	100.0
256	2383.2908
257	3457.118
258	4601.363
259	7400.842
260	100.0
261	100.0
262	9565.2705
263	100.0
264	2664.8342
265	4914.313
266	5934.548
267	9201.551
268	100.0
269	100.0
270	13435.0625
271	100.0
272	5379.1196
273	10281.518
274	18473.262
275	18360.525
276	1198.863
277	1096.0017
278	20593.443
279	488.40363
280	2935.6304
281	7450.559
282	13602.23
283	16125.637
284	100.0
285	100.0
286	14689.307
287	100.0
288	3163.499
289	5215.8843
290	6653.485
291	10140.831
292	317.6003
293	100.0
294	11343.61
295	70.04659
296	3368.279
297	5049.913
298	6596.194
299	9632.326
300	604.23456
301	51.096897
302	11956.724
303	193.29164
304	3258.9602
305	5184.5127
306	6607.2935
307	9006.961
308	616.0346
309	100.0
310	11612.396
311	180.84053
312	3281.5774
313	5174.626
314	6693.159
315	9029.579
316	534.35974
317	100.0
318	11678.12
319	235.96188
320	3918.4583
321	6912.1357
322	9181.312
323	11324.267
324	1583.0579
325	295.68094
326	14503.123
327	632.98785
328	7083.9717
329	12969.617
330	22616.89
331	21717.78
332	2597.9626
333	2263.2815
334	20858.562
335	1933.2277
336	4944.9727
337	9637.618
338	17780.184
339	19180.406
340	853.75
341	361.10046
342	15361.991
343	246.66406
344	3710.8452
345	6065.1733
346	7928.046
347	11075.543
348	771.92175
349	277.8837
350	12288.875
351	438.84586
352	3686.6125
353	5514.897
354	7486.4497
355	9764.584
356	720.01355
357	180.21219
358	12064.959
359	341.17426
360	3286.7322
361	6040.7407
362	7351.1816
363	9680.96
364	584.7451
365	138.96298
366	12116.438
367	205.90593
368	3569.781
369	6030.854
370	8519.288
371	9745.953
372	609.533
373	270.24216
374	12130.143
375	277.80814
376	4085.2444
377	6923.629
378	9046.044
379	12089.206
380	970.7093
381	562.84796
382	15661.204
383	421.4726
384	6874.8965
385	12596.682
386	22592.574
387	21712.322
388	2474.1838
389	2182.432
390	22680.752
391	999.4888
392	4843.742
393	9335.828
394	18471.285
395	18926.299
396	840.291
397	256.81335
398	15856.519
399	375.66348
400	3717.6104
401	5738.603
402	7803.8774
