0,14902.69833
1,20802.05839
2,32901.32993
3,46102.17514
4,5046.992315
5,4482.415625
6,20910.68636
7,3509.478563
8,14344.08991
9,19653.87961
10,25253.77082
11,38320.45665
12,3124.082519
13,4542.545664
14,19666.84586
15,1543.74536
16,10678.12893
17,14237.71086
18,22901.68686
19,36571.82755
20,2453.064528
21,2375.495134
22,17376.04494
23,1183.431963
24,7173.63684
25,9774.566981
26,19145.98849
27,29504.20297
28,1167.309929
29,226.0968891
30,10482.15394
31,336.5736151
32,4711.405785
33,6104.917555
34,11150.19617
35,18875.51631
36,1085.885018
37,100.91832
38,9619.263129
39,164.13848
40,2664.277773
41,3502.891072
42,9627.459917
43,13504.9428
44,816.2604967
45,278.78639
46,11127.76496
47,50
48,6020.180534
49,10406.49983
50,16716.8792
51,24549.51313
52,1678.081126
53,801.5117879
54,18847.50212
55,347.933365
56,5275.543016
57,7124.36822
58,17334.84137
59,25357.73675
60,1500.578446
61,431.1278721
62,15672.40006
63,506.1756295
64,3958.668939
65,6166.728675
66,10659.19488
67,16073.52539
68,330.71823
69,50
70,11353.43046
71,50
72,3205.180876
73,3932.866336
74,5896.499457
75,10538.79183
76,502.7602425
77,271.57512
78,9779.107248
79,213.7119316
80,2704.732305
81,3704.318313
82,4311.973784
83,9784.911171
84,347.0758082
85,158.14102
86,9842.641972
87,23.89209185
88,2927.65707
89,3247.896862
90,3218.499986
91,8706.730789
92,236.4219542
93,0.4806091864
94,10057.19119
95,50
96,2743.526696
97,3487.52689
98,4418.450332
99,9889.43913
100,416.1470844
101,16.00408962
102,12841.44682
103,54.68739027
104,4758.273495
105,8014.270439
106,12518.86714
107,16854.8011
108,1398.314076
109,154.90101
110,18014.78746
111,337.2373588
112,3136.169415
113,5590.170199
114,8645.434043
115,15285.21808
116,1028.209435
117,50
118,12727.19219
119,206.6485053
120,2153.213493
121,3048.785346
122,3130.355501
123,8866.169511
124,265.010148
125,50
126,8988.817464
127,43.46927223
128,2674.651638
129,2607.289885
130,2740.630859
131,7026.710462
132,423.525458
133,50
134,8552.814867
135,50
136,2417.090378
137,2610.520462
138,3149.569251
139,6967.593815
140,504.7523641
141,236.8513225
142,9223.841908
143,50
144,2276.162919
145,2935.180659
146,2715.352082
147,6248.633176
148,217.4094528
149,50
150,8562.369006
151,50
152,2214.490685
153,3321.061193
154,3919.205358
155,7663.209015
156,322.3382924
157,50
158,10144.04277
159,50
160,5479.46881
161,8110.082246
162,14513.90054
163,14146.266
164,1152.777818
165,97.91750188
166,19675.61813
167,162.1188159
168,3533.325233
169,5323.555927
170,10002.96237
171,12523.82758
172,167.9200887
173,50
174,11507.9168
175,50
176,2452.275982
177,3066.201557
178,4267.007185
179,6881.24976
180,1081.795469
181,50
182,8853.146993
183,50
184,2897.904
185,3122.166141
186,3660.291309
187,6360.613901
188,316.7691571
189,50
190,8806.728473
191,124.14891
192,3032.094781
193,3179.048267
194,3669.275241
195,5762.45408
196,663.0154493
197,56.8179905
198,8649.083498
199,130.004135
200,2970.006549
201,3395.392439
202,3496.522133
203,5815.204058
204,413.5450445
205,77.36413529
206,9470.5713
207,16.89683054
208,2952.971745
209,4079.69105
210,4563.001704
211,7822.696231
212,697.5730591
213,151.2790343
214,11594.52831
215,53.9456585
216,5340.769592
217,9548.577127
218,17000.55002
219,15426.90418
220,1090.954435
221,311.7683662
222,19832.11075
223,50
224,3669.855099
225,5792.991735
226,11511.43114
227,15815.98655
228,543.6757264
229,50
230,12036.46377
231,50
232,2847.326005
233,3449.003598
234,4437.195585
235,7706.444875
236,309.7749045
237,73.0369415
238,8352.891747
239,50
240,2828.15772
241,3285.805185
242,3908.291735
243,5632.667362
244,411.5010498
245,73.2824975
246,7500.306755
247,50
248,2574.095829
249,3376.881931
250,3798.237348
251,6916.410602
252,485.2859655
253,50
254,8123.57018
255,57.0474085
256,2796.206243
257,3351.460442
258,3431.491114
259,6989.419454
260,323.2386259
261,50
262,8155.704584
263,50
264,3270.747992
265,4772.057993
266,5304.747896
267,8748.061545
268,554.2419461
269,426.4341674
270,11874.71543
271,73.13603442
272,5972.808048
273,10769.25648
274,16704.72785
275,17555.94317
276,2075.472731
277,919.3699026
278,20557.53243
279,217.6934514
280,3593.521426
281,7295.800538
282,12895.63972
283,17376.53245
284,996.3027118
285,50
286,13058.66189
287,51.9149275
288,3560.8327
289,4720.654186
290,7133.504039
291,9938.869238
292,534.4460914
293,166.93682
294,12411.9831
295,199.506111
296,3809.398701
297,4957.840334
298,5932.396465
299,9884.484853
300,643.2763094
301,85.46058
302,13186.74657
303,180.15916
304,4206.844143
305,5185.126187
306,5759.33411
307,9374.705208
308,773.8350156
309,178.540391
310,12822.88521
311,344.5009483
312,4140.035161
313,5737.16407
314,6434.235238
315,9780.954695
316,1020.215109
317,118.9784
318,12202.25829
319,287.7673665
320,5291.912871
321,7061.611644
322,8582.034662
323,11983.11376
324,1989.298291
325,824.7709842
326,16542.48845
327,1086.784066
328,9272.623397
329,16356.57429
330,20000.39558
331,20571.90677
332,3280.061165
333,1656.350237
334,25072.21225
335,1507.253428
336,6010.513272
337,10606.42299
338,14819.02578
339,18723.07689
340,1863.74424
341,556.4640983
342,16866.4233
343,148.2021192
344,4313.735232
345,5411.062658
346,7499.33344
347,11193.78147
348,978.8026042
349,180.3350516
350,13176.39856
351,305.9838778
352,4200.406937
353,5208.426155
354,5944.44278
355,10913.69217
356,772.2293566
357,94.10256605
358,12762.99922
359,235.3500636
360,4306.116315
361,5223.377259
362,6259.965457
363,9879.312896
364,837.8169762
365,147.9416057
366,12683.7246
367,265.3941215
368,4044.614817
369,5135.769552
370,5922.733324
371,11185.1772
372,877.5861963
373,366.8490127
374,12837.42183
375,152.6322292
376,4289.065159
377,6143.852041
378,7458.781341
379,13416.96998
380,947.1479481
381,468.3318371
382,16134.6878
383,185.6962869
384,8243.141773
385,14714.84348
386,20398.03563
387,21343.22865
388,2815.742398
389,1174.449908
390,24346.38652
391,556.1120055
392,5532.877982
393,10510.65547
394,15813.59919
395,19071.78473
396,2151.8538
397,515.5247469
398,16600.71617
399,334.494875
400,4281.476512
401,5557.46722
402,7424.590606
403,12821.13348
404,1018.264847
405,478.856783
406,12872.09325
